word,bFrequency,bWeight,gFrequency,gWeight,start
easier,7,0,0,0,FALSE
edge,7,0,0,0,FALSE
herself,7,0,1,1,FALSE
restored,7,0,0,0,FALSE
bag,7,0,0,0,FALSE
greeting,7,0,0,0,FALSE
beelzebub,7,0,0,0,FALSE
cold,7,0,3,2,FALSE
bethsaida,7,0,0,0,FALSE
pleasure,7,0,21,13,FALSE
delight,7,0,0,0,FALSE
till,7,0,1,1,FALSE
overflow,7,0,0,0,FALSE
ends,7,0,0,0,FALSE
seeking,7,0,2,1,FALSE
becomes,7,0,8,5,FALSE
using,7,0,1,1,FALSE
explain,7,0,2,1,FALSE
fiery,7,0,1,1,FALSE
tetrarch,7,0,0,0,FALSE
satisfied,7,0,4,2,FALSE
tradition,7,0,1,1,FALSE
afterward,7,0,0,0,FALSE
interpret,7,0,0,0,FALSE
stumbling,7,0,0,0,FALSE
taste,7,0,1,1,FALSE
restore,7,0,0,0,FALSE
unbelieving,7,0,0,0,FALSE
doesn,7,0,0,0,FALSE
duty,7,0,23,14,FALSE
catch,7,0,0,0,FALSE
nine,7,0,2,1,FALSE
wandered,7,0,0,0,FALSE
debt,7,0,0,0,FALSE
male,7,0,0,0,FALSE
thrones,7,0,0,0,FALSE
denarius,7,0,0,0,FALSE
ninth,7,0,1,1,FALSE
tied,7,0,0,0,FALSE
zion,7,0,0,0,FALSE
cloaks,7,0,0,0,FALSE
error,7,0,0,0,FALSE
seat,7,0,2,1,FALSE
greeted,7,0,0,0,FALSE
increase,7,0,1,1,FALSE
clouds,7,0,0,0,FALSE
property,7,0,1,1,FALSE
price,7,0,0,0,FALSE
burial,7,0,0,0,FALSE
unleavened,7,0,0,0,FALSE
vine,7,0,0,0,FALSE
swords,7,0,0,0,FALSE
drew,7,0,1,1,FALSE
deserted,7,0,0,0,FALSE
uproar,7,0,1,1,FALSE
company,7,0,0,0,FALSE
cyrene,7,0,0,0,FALSE
shook,7,0,1,1,FALSE
exclaimed,7,0,0,0,FALSE
rolled,7,0,0,0,FALSE
entrance,7,0,0,0,FALSE
piece,7,0,1,1,FALSE
boats,7,0,0,0,FALSE
claimed,7,0,0,0,FALSE
ceremonial,7,0,0,0,FALSE
malice,7,0,0,0,FALSE
throwing,7,0,0,0,FALSE
empty,7,0,0,0,FALSE
severely,7,0,0,0,FALSE
naked,7,0,0,0,FALSE
council,7,0,0,0,FALSE
seemed,7,0,0,0,FALSE
excellent,7,0,2,1,FALSE
lot,7,0,3,2,FALSE
priesthood,7,0,0,0,FALSE
baby,7,0,0,0,FALSE
expecting,7,0,1,1,FALSE
shepherds,7,0,0,0,FALSE
required,7,0,0,0,FALSE
locked,7,0,0,0,FALSE
descended,7,0,0,0,FALSE
famine,7,0,0,0,FALSE
bent,7,0,0,0,FALSE
deserves,7,0,0,0,FALSE
manager,7,0,0,0,FALSE
mature,7,0,0,0,FALSE
thinks,7,0,7,4,FALSE
fulfillment,7,0,1,1,FALSE
rejects,7,0,0,0,FALSE
reach,7,0,8,5,FALSE
commended,7,0,0,0,FALSE
longing,7,0,0,0,FALSE
supper,7,0,0,0,FALSE
anybody,7,0,0,0,FALSE
approaching,7,0,0,0,FALSE
strengthened,7,0,0,0,FALSE
punish,7,0,0,0,FALSE
dwelling,7,0,2,1,FALSE
working,7,0,1,1,FALSE
force,7,0,3,2,FALSE
meeting,7,0,0,0,FALSE
motioned,7,0,0,0,FALSE
customs,7,0,0,0,FALSE
believing,7,0,0,0,FALSE
common,7,0,0,0,FALSE
jail,7,0,0,0,FALSE
join,7,0,1,1,FALSE
rescued,7,0,0,0,FALSE
troubles,7,0,0,0,FALSE
reading,7,0,0,0,FALSE
soldier,7,0,5,3,FALSE
reverence,7,0,1,1,FALSE
favoritism,7,0,0,0,FALSE
iron,7,0,0,0,FALSE
opposed,7,0,0,0,FALSE
meat,7,0,0,0,FALSE
jailer,7,0,0,0,FALSE
corinth,7,0,0,0,FALSE
aquila,7,0,0,0,FALSE
priscilla,7,0,0,0,FALSE
majesty,7,0,2,1,FALSE
race,7,0,3,2,FALSE
declare,7,0,1,1,FALSE
unmarried,7,0,0,0,FALSE
blazing,7,0,1,1,FALSE
mortal,7,0,1,1,FALSE
impurity,7,0,0,0,FALSE
circumstances,7,0,0,0,FALSE
disobedience,7,0,0,0,FALSE
slavery,7,0,0,0,FALSE
likeness,7,0,1,1,FALSE
conceited,7,0,1,1,FALSE
goodness,7,0,0,0,FALSE
ambition,7,0,0,0,FALSE
foolishness,7,0,0,0,FALSE
battle,7,0,7,4,FALSE
double,7,0,0,0,FALSE
horse,7,0,0,0,FALSE
rider,7,0,0,0,FALSE
fourteen,6,0,1,1,FALSE
treasures,6,0,0,0,FALSE
vicinity,6,0,0,0,FALSE
comforted,6,0,0,0,FALSE
paths,6,0,2,1,FALSE
camel,6,0,0,0,FALSE
bow,6,0,4,2,FALSE
shadow,6,0,0,0,FALSE
teaches,6,0,1,1,FALSE
divorces,6,0,0,0,FALSE
footstool,6,0,0,0,FALSE
corners,6,0,0,0,FALSE
speck,6,0,0,0,FALSE
plank,6,0,0,0,FALSE
grapes,6,0,0,0,FALSE
warning,6,0,0,0,FALSE
awe,6,0,4,2,FALSE
bleeding,6,0,0,0,FALSE
snakes,6,0,1,1,FALSE
doves,6,0,0,0,FALSE
flog,6,0,0,0,FALSE
disclosed,6,0,0,0,FALSE
messenger,6,0,0,0,FALSE
compare,6,0,1,1,FALSE
marketplaces,6,0,0,0,FALSE
sang,6,0,0,0,FALSE
yoke,6,0,0,0,FALSE
souls,6,0,5,3,FALSE
consecrated,6,0,0,0,FALSE
farmer,6,0,0,0,FALSE
withered,6,0,0,0,FALSE
abundance,6,0,0,0,FALSE
longed,6,0,1,1,FALSE
collect,6,0,0,0,FALSE
grows,6,0,0,0,FALSE
garden,6,0,0,0,FALSE
hometown,6,0,0,0,FALSE
herodias,6,0,0,0,FALSE
request,6,0,1,1,FALSE
privately,6,0,0,0,FALSE
late,6,0,0,0,FALSE
directed,6,0,0,0,FALSE
besides,6,0,0,0,FALSE
dismissed,6,0,0,0,FALSE
truly,6,0,6,4,FALSE
rules,6,0,3,2,FALSE
plant,6,0,1,1,FALSE
philippi,6,0,0,0,FALSE
block,6,0,0,0,FALSE
fault,6,0,0,0,FALSE
seventy,6,0,0,0,FALSE
pity,6,0,2,1,FALSE
sell,6,0,0,0,FALSE
tribes,6,0,0,0,FALSE
houses,6,0,0,0,FALSE
marketplace,6,0,0,0,FALSE
heat,6,0,4,2,FALSE
indignant,6,0,0,0,FALSE
jericho,6,0,0,0,FALSE
hosanna,6,0,0,0,FALSE
changed,6,0,0,0,FALSE
mistreated,6,0,0,0,FALSE
invite,6,0,0,0,FALSE
dared,6,0,0,0,FALSE
twice,6,0,0,0,FALSE
former,6,0,3,2,FALSE
hypocrisy,6,0,3,2,FALSE
shed,6,0,0,0,FALSE
wings,6,0,0,0,FALSE
deceives,6,0,0,0,FALSE
pregnant,6,0,0,0,FALSE
mothers,6,0,0,0,FALSE
darkened,6,0,0,0,FALSE
flood,6,0,1,1,FALSE
midnight,6,0,0,0,FALSE
deposit,6,0,0,0,FALSE
worthless,6,0,1,1,FALSE
stranger,6,0,0,0,FALSE
assembled,6,0,1,1,FALSE
reclining,6,0,0,0,FALSE
preparations,6,0,0,0,FALSE
celebrate,6,0,0,0,FALSE
courtyard,6,0,0,0,FALSE
evidence,6,0,0,0,FALSE
future,6,0,1,1,FALSE
decision,6,0,1,1,FALSE
amazement,6,0,1,1,FALSE
crime,6,0,1,1,FALSE
scarlet,6,0,0,0,FALSE
trusts,6,0,0,0,FALSE
curtain,6,0,0,0,FALSE
watching,6,0,0,0,FALSE
preparation,6,0,0,0,FALSE
secure,6,0,2,1,FALSE
eleven,6,0,1,1,FALSE
closely,6,0,0,0,FALSE
allow,6,0,0,0,FALSE
jairus,6,0,0,0,FALSE
dying,6,0,1,1,FALSE
anointed,6,0,1,1,FALSE
feared,6,0,0,0,FALSE
ll,6,0,0,0,FALSE
deceit,6,0,0,0,FALSE
rising,6,0,0,0,FALSE
arguing,6,0,0,0,FALSE
unbelief,6,0,0,0,FALSE
arms,6,0,4,2,FALSE
homes,6,0,1,1,FALSE
begging,6,0,0,0,FALSE
reaching,6,0,0,0,FALSE
beforehand,6,0,0,0,FALSE
happening,6,0,0,0,FALSE
delighted,6,0,0,0,FALSE
drank,6,0,0,0,FALSE
accusing,6,0,0,0,FALSE
cast,6,0,0,0,FALSE
surprised,6,0,0,0,FALSE
regulations,6,0,0,0,FALSE
worshipers,6,0,0,0,FALSE
wondering,6,0,0,0,FALSE
unable,6,0,0,0,FALSE
highly,6,0,0,0,FALSE
neighbors,6,0,0,0,FALSE
simeon,6,0,0,0,FALSE
destined,6,0,0,0,FALSE
cleansed,6,0,0,0,FALSE
laying,6,0,0,0,FALSE
bless,6,0,1,1,FALSE
experts,6,0,0,0,FALSE
support,6,0,1,1,FALSE
trusted,6,0,1,1,FALSE
sanctuary,6,0,0,0,FALSE
goal,6,0,8,5,FALSE
dishonest,6,0,1,1,FALSE
torment,6,0,1,1,FALSE
voices,6,0,0,0,FALSE
perhaps,6,0,0,0,FALSE
declares,6,0,0,0,FALSE
drunkenness,6,0,0,0,FALSE
trials,6,0,0,0,FALSE
bore,6,0,1,1,FALSE
shining,6,0,4,2,FALSE
slow,6,0,0,0,FALSE
nathanael,6,0,0,0,FALSE
nicodemus,6,0,0,0,FALSE
pleases,6,0,0,0,FALSE
constantly,6,0,3,2,FALSE
bride,6,0,0,0,FALSE
associate,6,0,0,0,FALSE
breaking,6,0,0,0,FALSE
dwell,6,0,1,1,FALSE
intended,6,0,0,0,FALSE
patriarchs,6,0,0,0,FALSE
earlier,6,0,0,0,FALSE
group,6,0,0,0,FALSE
appearing,6,0,0,0,FALSE
sets,6,0,0,0,FALSE
murderer,6,0,0,0,FALSE
formerly,6,0,0,0,FALSE
escaped,6,0,0,0,FALSE
sleep,6,0,2,1,FALSE
showing,6,0,0,0,FALSE
grieve,6,0,5,3,FALSE
doors,6,0,0,0,FALSE
decay,6,0,1,1,FALSE
peoples,6,0,0,0,FALSE
ordinary,6,0,0,0,FALSE
arriving,6,0,0,0,FALSE
idol,6,0,0,0,FALSE
pattern,6,0,0,0,FALSE
effect,6,0,1,1,FALSE
eunuch,6,0,0,0,FALSE
generously,6,0,0,0,FALSE
caused,6,0,0,0,FALSE
iconium,6,0,0,0,FALSE
lystra,6,0,0,0,FALSE
hardships,6,0,1,1,FALSE
strengthening,6,0,0,0,FALSE
encouraging,6,0,0,0,FALSE
believer,6,0,0,0,FALSE
troas,6,0,0,0,FALSE
thessalonica,6,0,0,0,FALSE
reasoned,6,0,0,0,FALSE
barracks,6,0,0,0,FALSE
planned,6,0,0,0,FALSE
shameful,6,0,1,1,FALSE
lust,6,0,3,2,FALSE
arrogant,6,0,1,1,FALSE
bearing,6,0,0,0,FALSE
superior,6,0,8,5,FALSE
condemnation,6,0,0,0,FALSE
firstfruits,6,0,0,0,FALSE
pleasing,6,0,0,0,FALSE
sincerity,6,0,1,1,FALSE
devote,6,0,3,2,FALSE
affairs,6,0,0,0,FALSE
disciplined,6,0,0,0,FALSE
useless,6,0,0,0,FALSE
perishable,6,0,3,2,FALSE
imperishable,6,0,15,9,FALSE
corrupted,6,0,0,0,FALSE
gentleness,6,0,0,0,FALSE
sealed,6,0,0,0,FALSE
creature,6,0,2,1,FALSE
laodicea,6,0,0,0,FALSE
idle,6,0,0,0,FALSE
appears,6,0,0,0,FALSE
lawless,6,0,0,0,FALSE
discipline,6,0,0,0,FALSE
lion,6,0,1,1,FALSE
lampstands,6,0,0,0,FALSE
crowns,6,0,0,0,FALSE
jesse,5,0,0,0,FALSE
exile,5,0,0,0,FALSE
generations,5,0,0,0,FALSE
secretly,5,0,0,0,FALSE
belt,5,0,0,0,FALSE
brood,5,0,0,0,FALSE
vipers,5,0,0,0,FALSE
gathering,5,0,1,1,FALSE
sickness,5,0,1,1,FALSE
pain,5,0,14,9,FALSE
paralyzed,5,0,0,0,FALSE
hunger,5,0,0,0,FALSE
trampled,5,0,0,0,FALSE
disappear,5,0,0,0,FALSE
pen,5,0,0,0,FALSE
accomplished,5,0,2,1,FALSE
resist,5,0,0,0,FALSE
tunic,5,0,0,0,FALSE
despise,5,0,0,0,FALSE
feeds,5,0,0,0,FALSE
add,5,0,0,0,FALSE
measured,5,0,0,0,FALSE
seeks,5,0,1,1,FALSE
snake,5,0,0,0,FALSE
inwardly,5,0,0,0,FALSE
figs,5,0,0,0,FALSE
west,5,0,0,0,FALSE
swept,5,0,0,0,FALSE
torture,5,0,1,1,FALSE
including,5,0,0,0,FALSE
patch,5,0,0,0,FALSE
pour,5,0,1,1,FALSE
ruined,5,0,1,1,FALSE
flute,5,0,0,0,FALSE
alphaeus,5,0,0,0,FALSE
samaritans,5,0,0,0,FALSE
deserving,5,0,1,1,FALSE
shake,5,0,1,1,FALSE
bearable,5,0,0,0,FALSE
acknowledges,5,0,0,0,FALSE
deaf,5,0,0,0,FALSE
swayed,5,0,1,1,FALSE
repented,5,0,0,0,FALSE
weary,5,0,0,0,FALSE
shriveled,5,0,0,0,FALSE
stretch,5,0,0,0,FALSE
victory,5,0,4,2,FALSE
stored,5,0,0,0,FALSE
sixty,5,0,0,0,FALSE
secrets,5,0,0,0,FALSE
hardly,5,0,0,0,FALSE
mustard,5,0,0,0,FALSE
dough,5,0,0,0,FALSE
pulled,5,0,0,0,FALSE
beheaded,5,0,0,0,FALSE
solitary,5,0,0,0,FALSE
remote,5,0,0,0,FALSE
nullify,5,0,0,0,FALSE
hades,5,0,0,0,FALSE
bright,5,0,2,1,FALSE
millstone,5,0,0,0,FALSE
ninety,5,0,0,0,FALSE
owed,5,0,0,0,FALSE
canceled,5,0,0,0,FALSE
shouldn,5,0,0,0,FALSE
hinder,5,0,0,0,FALSE
agreed,5,0,0,0,FALSE
expected,5,0,0,0,FALSE
equal,5,0,5,3,FALSE
generous,5,0,0,0,FALSE
exercise,5,0,0,0,FALSE
tables,5,0,0,0,FALSE
infants,5,0,0,0,FALSE
winepress,5,0,0,0,FALSE
stoned,5,0,0,0,FALSE
builders,5,0,0,0,FALSE
capstone,5,0,0,0,FALSE
fattened,5,0,0,0,FALSE
inscription,5,0,0,0,FALSE
spices,5,0,0,0,FALSE
faithfulness,5,0,0,0,FALSE
dish,5,0,0,0,FALSE
murdered,5,0,0,0,FALSE
pursue,5,0,0,0,FALSE
claiming,5,0,0,0,FALSE
wars,5,0,0,0,FALSE
tells,5,0,0,0,FALSE
visible,5,0,2,1,FALSE
talent,5,0,0,0,FALSE
ability,5,0,1,1,FALSE
settled,5,0,0,0,FALSE
goats,5,0,0,0,FALSE
expensive,5,0,0,0,FALSE
overwhelmed,5,0,4,2,FALSE
clubs,5,0,0,0,FALSE
arranged,5,0,0,0,FALSE
kissed,5,0,0,0,FALSE
cutting,5,0,0,0,FALSE
swore,5,0,0,0,FALSE
treasury,5,0,0,0,FALSE
foreigners,5,0,0,0,FALSE
deal,5,0,0,0,FALSE
hail,5,0,1,1,FALSE
lots,5,0,0,0,FALSE
opposite,5,0,1,1,FALSE
opening,5,0,0,0,FALSE
lowered,5,0,0,0,FALSE
regions,5,0,2,1,FALSE
opposes,5,0,0,0,FALSE
explained,5,0,1,1,FALSE
nearly,5,0,0,0,FALSE
chained,5,0,0,0,FALSE
permission,5,0,0,0,FALSE
middle,5,0,3,2,FALSE
frightened,5,0,0,0,FALSE
robbed,5,0,0,0,FALSE
persecutions,5,0,0,0,FALSE
jumped,5,0,0,0,FALSE
listened,5,0,3,2,FALSE
poverty,5,0,0,0,FALSE
assigned,5,0,0,0,FALSE
guest,5,0,0,0,FALSE
returning,5,0,1,1,FALSE
falling,5,0,0,0,FALSE
alexander,5,0,0,0,FALSE
notice,5,0,0,0,FALSE
member,5,0,0,0,FALSE
hurt,5,0,0,0,FALSE
confirmed,5,0,0,0,FALSE
aaron,5,0,0,0,FALSE
barren,5,0,0,0,FALSE
burn,5,0,0,0,FALSE
rejoices,5,0,1,1,FALSE
eighth,5,0,0,0,FALSE
redeemed,5,0,0,0,FALSE
devout,5,0,1,1,FALSE
sovereign,5,0,1,1,FALSE
begin,5,0,3,2,FALSE
content,5,0,5,3,FALSE
sect,5,0,0,0,FALSE
coast,5,0,0,0,FALSE
credit,5,0,1,1,FALSE
trained,5,0,0,0,FALSE
indulge,5,0,0,0,FALSE
luxury,5,0,0,0,FALSE
wiped,5,0,0,0,FALSE
pleasures,5,0,2,1,FALSE
lights,5,0,1,1,FALSE
increased,5,0,0,0,FALSE
approve,5,0,0,0,FALSE
crops,5,0,0,0,FALSE
beaten,5,0,0,0,FALSE
galileans,5,0,0,0,FALSE
ox,5,0,0,0,FALSE
excuse,5,0,0,0,FALSE
m,5,0,0,0,FALSE
rejoicing,5,0,1,1,FALSE
quick,5,0,0,0,FALSE
agony,5,0,0,0,FALSE
rises,5,0,0,0,FALSE
flashes,5,0,0,0,FALSE
unjust,5,0,1,1,FALSE
gladly,5,0,1,1,FALSE
questioned,5,0,1,1,FALSE
psalms,5,0,0,0,FALSE
anguish,5,0,1,1,FALSE
beating,5,0,0,0,FALSE
claims,5,0,0,0,FALSE
daughters,5,0,0,0,FALSE
action,5,0,88,55,FALSE
strips,5,0,0,0,FALSE
continually,5,0,1,1,FALSE
tasted,5,0,0,0,FALSE
exposed,5,0,0,0,FALSE
royal,5,0,0,0,FALSE
idea,5,0,1,1,FALSE
valid,5,0,0,0,FALSE
enjoy,5,0,9,6,FALSE
possess,5,0,1,1,FALSE
approval,5,0,0,0,FALSE
manna,5,0,0,0,FALSE
mud,5,0,0,0,FALSE
nobody,5,0,0,0,FALSE
walks,5,0,0,0,FALSE
wake,5,0,0,0,FALSE
outer,5,0,1,1,FALSE
counselor,5,0,0,0,FALSE
unity,5,0,2,1,FALSE
aboard,5,0,0,0,FALSE
upstairs,5,0,0,0,FALSE
pamphylia,5,0,0,0,FALSE
judaism,5,0,0,0,FALSE
ignorance,5,0,29,18,FALSE
tormented,5,0,0,0,FALSE
increasing,5,0,0,0,FALSE
pharaoh,5,0,0,0,FALSE
flames,5,0,0,0,FALSE
magic,5,0,1,1,FALSE
tarsus,5,0,0,0,FALSE
numbers,5,0,0,0,FALSE
beasts,5,0,1,1,FALSE
sought,5,0,2,1,FALSE
supply,5,0,0,0,FALSE
proconsul,5,0,0,0,FALSE
endured,5,0,0,0,FALSE
speaker,5,0,0,0,FALSE
tent,5,0,0,0,FALSE
abstain,5,0,0,0,FALSE
spending,5,0,0,0,FALSE
galatia,5,0,0,0,FALSE
magistrates,5,0,0,0,FALSE
attack,5,0,0,0,FALSE
foundations,5,0,0,0,FALSE
jason,5,0,0,0,FALSE
thessalonians,5,0,0,0,FALSE
athens,5,0,0,0,FALSE
strange,5,0,1,1,FALSE
breath,5,0,0,0,FALSE
testifying,5,0,0,0,FALSE
artemis,5,0,0,0,FALSE
gaius,5,0,0,0,FALSE
aristarchus,5,0,0,0,FALSE
press,5,0,0,0,FALSE
tychicus,5,0,0,0,FALSE
grieved,5,0,0,0,FALSE
obtained,5,0,0,0,FALSE
accusation,5,0,0,0,FALSE
accusers,5,0,0,0,FALSE
easily,5,0,1,1,FALSE
religion,5,0,0,0,FALSE
patiently,5,0,0,0,FALSE
course,5,0,0,0,FALSE
crete,5,0,0,0,FALSE
lower,5,0,5,3,FALSE
plain,5,0,0,0,FALSE
invisible,5,0,1,1,FALSE
advantage,5,0,0,0,FALSE
ruin,5,0,0,0,FALSE
count,5,0,0,0,FALSE
trespass,5,0,0,0,FALSE
hardship,5,0,0,0,FALSE
advance,5,0,0,0,FALSE
somehow,5,0,0,0,FALSE
grafted,5,0,0,0,FALSE
judgments,5,0,0,0,FALSE
lacking,5,0,1,1,FALSE
hospitality,5,0,0,0,FALSE
debauchery,5,0,0,0,FALSE
approved,5,0,0,0,FALSE
minister,5,0,1,1,FALSE
acceptable,5,0,0,0,FALSE
refreshed,5,0,0,0,FALSE
quarrels,5,0,0,0,FALSE
st,5,0,0,0,FALSE
milk,5,0,0,0,FALSE
wood,5,0,0,0,FALSE
universe,5,0,26,16,FALSE
greedy,5,0,1,1,FALSE
idolaters,5,0,0,0,FALSE
unbeliever,5,0,0,0,FALSE
sharing,5,0,0,0,FALSE
prize,5,0,0,0,FALSE
prophesies,5,0,0,0,FALSE
firmly,5,0,2,1,FALSE
nd,5,0,0,0,FALSE
bold,5,0,0,0,FALSE
continues,5,0,0,0,FALSE
serpent,5,0,0,0,FALSE
deceitful,5,0,1,1,FALSE
harsh,5,0,0,0,FALSE
mediator,5,0,0,0,FALSE
selfish,5,0,1,1,FALSE
realms,5,0,0,0,FALSE
useful,5,0,0,0,FALSE
holds,5,0,1,1,FALSE
liars,5,0,0,0,FALSE
doctrine,5,0,0,0,FALSE
godless,5,0,9,6,FALSE
elder,5,0,0,0,FALSE
lovers,5,0,0,0,FALSE
anointing,5,0,0,0,FALSE
forget,5,0,0,0,FALSE
sprinkled,5,0,0,0,FALSE
fury,5,0,1,1,FALSE
multitude,5,0,3,2,FALSE
springs,5,0,2,1,FALSE
roar,5,0,1,1,FALSE
peals,5,0,0,0,FALSE
seals,5,0,0,0,FALSE
slain,5,0,1,1,FALSE
bowls,5,0,0,0,FALSE
song,5,0,0,0,FALSE
foreheads,5,0,0,0,FALSE
adulteries,5,0,0,0,FALSE
conceived,4,0,0,0,FALSE
magi,4,0,0,0,FALSE
exact,4,0,0,0,FALSE
overjoyed,4,0,0,0,FALSE
bowed,4,0,1,1,FALSE
myrrh,4,0,0,0,FALSE
nazarene,4,0,0,0,FALSE
waist,4,0,0,0,FALSE
locusts,4,0,0,0,FALSE
honey,4,0,0,0,FALSE
fit,4,0,3,2,FALSE
barn,4,0,0,0,FALSE
dove,4,0,0,0,FALSE
nights,4,0,0,0,FALSE
casting,4,0,1,1,FALSE
fishermen,4,0,0,0,FALSE
preparing,4,0,1,1,FALSE
ill,4,0,0,0,FALSE
thirst,4,0,2,1,FALSE
falsely,4,0,0,0,FALSE
practices,4,0,1,1,FALSE
settle,4,0,0,0,FALSE
officer,4,0,0,0,FALSE
penny,4,0,0,0,FALSE
simply,4,0,1,1,FALSE
miles,4,0,0,0,FALSE
unseen,4,0,0,0,FALSE
deliver,4,0,0,0,FALSE
obvious,4,0,0,0,FALSE
thieves,4,0,0,0,FALSE
valuable,4,0,0,0,FALSE
wolves,4,0,0,0,FALSE
sand,4,0,0,0,FALSE
lies,4,0,1,1,FALSE
bury,4,0,0,0,FALSE
doctor,4,0,0,0,FALSE
pull,4,0,0,0,FALSE
burst,4,0,0,0,FALSE
drives,4,0,1,1,FALSE
bartholomew,4,0,0,0,FALSE
zealot,4,0,0,0,FALSE
extra,4,0,0,0,FALSE
gomorrah,4,0,0,0,FALSE
governors,4,0,0,0,FALSE
concealed,4,0,0,0,FALSE
sparrows,4,0,0,0,FALSE
reed,4,0,0,0,FALSE
sackcloth,4,0,0,0,FALSE
ashes,4,0,1,1,FALSE
chooses,4,0,1,1,FALSE
burdened,4,0,0,0,FALSE
unlawful,4,0,0,0,FALSE
pit,4,0,0,0,FALSE
scatters,4,0,0,0,FALSE
adulterous,4,0,0,0,FALSE
queen,4,0,0,0,FALSE
rocky,4,0,0,0,FALSE
choked,4,0,0,0,FALSE
understands,4,0,9,6,FALSE
furnace,4,0,0,0,FALSE
collected,4,0,0,0,FALSE
prompted,4,0,0,0,FALSE
platter,4,0,0,0,FALSE
ghost,4,0,0,0,FALSE
climbed,4,0,0,0,FALSE
curses,4,0,0,0,FALSE
fair,4,0,0,0,FALSE
bind,4,0,3,2,FALSE
loose,4,0,0,0,FALSE
shone,4,0,0,0,FALSE
coin,4,0,0,0,FALSE
humbles,4,0,0,0,FALSE
hung,4,0,0,0,FALSE
drowned,4,0,1,1,FALSE
hills,4,0,0,0,FALSE
creator,4,0,2,1,FALSE
situation,4,0,0,0,FALSE
sad,4,0,0,0,FALSE
judging,4,0,0,0,FALSE
grumble,4,0,0,0,FALSE
ransom,4,0,0,0,FALSE
prostitutes,4,0,0,0,FALSE
dug,4,0,0,0,FALSE
rented,4,0,0,0,FALSE
marvelous,4,0,0,0,FALSE
crushed,4,0,2,1,FALSE
cattle,4,0,0,0,FALSE
murderers,4,0,0,0,FALSE
expert,4,0,0,0,FALSE
seats,4,0,0,0,FALSE
humbled,4,0,0,0,FALSE
convert,4,0,0,0,FALSE
fools,4,0,1,1,FALSE
practiced,4,0,0,0,FALSE
latter,4,0,2,1,FALSE
bones,4,0,0,0,FALSE
graves,4,0,0,0,FALSE
abel,4,0,0,0,FALSE
dreadful,4,0,1,1,FALSE
virgins,4,0,0,0,FALSE
jars,4,0,0,0,FALSE
interest,4,0,1,1,FALSE
farther,4,0,0,0,FALSE
resting,4,0,1,1,FALSE
betrayer,4,0,0,0,FALSE
rebuild,4,0,0,0,FALSE
tore,4,0,0,0,FALSE
responsibility,4,0,1,1,FALSE
accused,4,0,0,0,FALSE
executed,4,0,0,0,FALSE
forced,4,0,0,0,FALSE
skull,4,0,0,0,FALSE
eloi,4,0,0,0,FALSE
sponge,4,0,0,0,FALSE
vinegar,4,0,0,0,FALSE
rocks,4,0,0,0,FALSE
arimathea,4,0,0,0,FALSE
dawn,4,0,0,0,FALSE
hurried,4,0,0,0,FALSE
plan,4,0,0,0,FALSE
delay,4,0,0,0,FALSE
cleansing,4,0,0,0,FALSE
crowding,4,0,0,0,FALSE
strict,4,0,0,0,FALSE
ripe,4,0,0,0,FALSE
plead,4,0,0,0,FALSE
pressed,4,0,0,0,FALSE
felt,4,0,0,0,FALSE
freed,4,0,8,5,FALSE
commotion,4,0,1,1,FALSE
wailing,4,0,0,0,FALSE
hardened,4,0,0,0,FALSE
observe,4,0,1,1,FALSE
traditions,4,0,3,2,FALSE
setting,4,0,0,0,FALSE
phoenicia,4,0,0,0,FALSE
forgotten,4,0,1,1,FALSE
wonder,4,0,0,0,FALSE
miracle,4,0,0,0,FALSE
untying,4,0,0,0,FALSE
season,4,0,0,0,FALSE
bush,4,0,0,0,FALSE
devour,4,0,0,0,FALSE
alert,4,0,0,0,FALSE
insisted,4,0,0,0,FALSE
galilean,4,0,0,0,FALSE
dividing,4,0,0,0,FALSE
breathed,4,0,0,0,FALSE
cared,4,0,0,0,FALSE
prominent,4,0,0,0,FALSE
accompany,4,0,0,0,FALSE
division,4,0,2,1,FALSE
descendant,4,0,0,0,FALSE
upright,4,0,0,0,FALSE
luke,4,0,0,0,FALSE
happens,4,0,0,0,FALSE
month,4,0,0,0,FALSE
womb,4,0,3,2,FALSE
remembering,4,0,0,0,FALSE
circumcise,4,0,0,0,FALSE
guide,4,0,1,1,FALSE
entire,4,0,1,1,FALSE
host,4,0,1,1,FALSE
purification,4,0,2,1,FALSE
annas,4,0,0,0,FALSE
low,4,0,2,1,FALSE
mankind,4,0,4,2,FALSE
fastened,4,0,0,0,FALSE
moreover,4,0,0,0,FALSE
lend,4,0,0,0,FALSE
repaid,4,0,0,0,FALSE
fifty,4,0,0,0,FALSE
helping,4,0,0,0,FALSE
perplexed,4,0,1,1,FALSE
afternoon,4,0,0,0,FALSE
grasp,4,0,1,1,FALSE
argument,4,0,1,1,FALSE
justify,4,0,0,0,FALSE
safe,4,0,0,0,FALSE
stronger,4,0,1,1,FALSE
armor,4,0,0,0,FALSE
key,4,0,0,0,FALSE
runs,4,0,0,0,FALSE
blows,4,0,0,0,FALSE
hot,4,0,1,1,FALSE
alike,4,0,7,4,FALSE
joyfully,4,0,0,0,FALSE
calf,4,0,0,0,FALSE
acted,4,0,0,0,FALSE
detestable,4,0,0,0,FALSE
sores,4,0,0,0,FALSE
foreigner,4,0,0,0,FALSE
mina,4,0,0,0,FALSE
